title,year,conf,conf_long
Task Allocation with Geographic Partition in Spatial Crowdsourcing,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
HopfE: Knowledge Graph Representation Learning using Inverse Hopf Fibrations,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Geometric Heuristics for Transfer Learning in Decision Trees,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
PATROL: A Velocity Control Framework for Autonomous Vehicle via Spatial-Temporal Reinforcement Learning,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Top-k Tree Similarity Join,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Top-N Recommendation with Counterfactual User Preference Simulation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Counterfactual Review-based Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Learning Discriminative and Unbiased Representations for Few-Shot Relation Extraction,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Reinforcement Learning to Optimize Lifetime Value in Cold-Start Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Zero Shot on the Cold-Start Problem: Model-Agnostic Interest Learning for Recommender Systems,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Multi-hop Reading on Memory Neural Network with Selective Coverage for Medication Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
DynSTGAT: Dynamic Spatial-Temporal Graph Attention Network for Traffic Signal Control,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Query-Variant Advertisement Text Generation with Association Knowledge,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
"Are Negative Samples Necessary in Entity Alignment?: An Approach with High Performance, Scalability and Robustness",2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Contrastive Learning of User Behavior Sequence for Context-Aware Document Ranking,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Analysing Mixed Initiatives and Search Strategies during Conversational Search,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Multi-Relational Graph based Heterogeneous Multi-Task Learning in Community Question Answering,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
A Unified View on Graph Neural Networks as Graph Signal Denoising,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Delve into the Performance Degradation of Differentiable Architecture Search,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Automated Query Graph Generation for Querying Knowledge Graphs,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Scaling Up Distance-generalized Core Decomposition,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Deep Self-Adaptive Hashing for Image Retrieval,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
How Powerful is Graph Convolution for Recommendation?,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Speedup Robust Graph Structure Learning with Low-Rank Information,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
PeriodicMove: Shift-aware Human Mobility Recovery with Graph Neural Network,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Spatio-Temporal-Social Multi-Feature-based Fine-Grained Hot Spots Prediction for Content Delivery Services in 5G Era,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Differentially Private Federated Knowledge Graphs Embedding,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Robust Road Network Representation Learning: When Traffic Patterns Meet Traveling Semantics,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Detecting the Fake Candidate Instances: Ambiguous Label Learning with Generative Adversarial Networks,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Semantic Concept Annotation for Tabular Data,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
CBML: A Cluster-based Meta-learning Model for Session-based Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Desirable Companion for Vertical Federated Learning: New Zeroth-Order Gradient Based Algorithm,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Multi-view Interaction Learning for Few-Shot Relation Classification,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Adversarial Kernel Sampling on Class-imbalanced Data Streams,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
#StayHome or #Marathon?: Social Media Enhanced Pandemic Surveillance on Spatial-temporal Dynamic Graphs,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
A Lightweight Knowledge Graph Embedding Framework for Efficient Inference and Storage,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Unsupervised Large-Scale Social Network Alignment via Cross Network Embedding,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
AutoIAS: Automatic Integrated Architecture Searcher for Click-Trough Rate Prediction,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Inductive Matrix Completion Using Graph Autoencoder,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
CMML: Contextual Modulation Meta Learning for Cold-Start Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Pooling Architecture Search for Graph Classification,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Detecting Communities from Heterogeneous Graphs: A Context Path-based Graph Neural Network Model,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Understanding Event Predictions via Contextualized Multilevel Feature Learning,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Fast and Accurate Anchor Graph-based Label Prediction,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
ClaSP - Time Series Segmentation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Task Assignment with Worker Churn Prediction in Spatial Crowdsourcing,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Graph Embedding Based on Euclidean Distance Matrix and its Applications,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
An Effective Non-Autoregressive Model for Spoken Language Understanding,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Learning Joint Embedding with Modality Alignments for Cross-Modal Retrieval of Recipes and Food Images,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
A Deep Learning Framework for Self-evolving Hierarchical Community Detection,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
CANN: Coupled Approximation Neural Network for Partial Domain Adaptation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Cache-based GNN System for Dynamic Graphs,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Mixture-Based Correction for Position and Trust Bias in Counterfactual Learning to Rank,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
GF-VAE: A Flow-based Variational Autoencoder for Molecule Generation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Assorted Attention Network for Cross-Lingual Language-to-Vision Retrieval,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
QuAX: Mining the Web for High-utility FAQ,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Two-tier Graph Contextual Embedding for Cross-device User Matching,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Seq2Bubbles: Region-Based Embedding Learning for User Behaviors in Sequential Recommenders,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
MedRetriever: Target-Driven Interpretable Health Risk Prediction via Retrieving Unstructured Medical Text,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Using Knowledge Concept Aggregation towards Accurate Cognitive Diagnosis,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Enhancing User Interest Modeling with Knowledge-Enriched Itemsets for Sequential Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Towards Self-Explainable Graph Neural Network,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Learning to Learn the Future: Modeling Concept Drifts in Time Series Prediction,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Continuous-Time Sequential Recommendation with Temporal Graph Collaborative Transformer,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
DCAP: Deep Cross Attentional Product Network for User Response Prediction,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Extracting Attentive Social Temporal Excitation for Sequential Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Influence-guided Data Augmentation for Neural Tensor Completion,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
AdaGNN: Graph Neural Networks with Adaptive Frequency Response Filter,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
HetMAML: Task-Heterogeneous Model-Agnostic Meta-Learning for Few-Shot Learning Across Modalities,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Certification and Trade-off of Multiple Fairness Criteria in Graph-based Spam Detection,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Efficient Hyperparameter Optimization under Multi-Source Covariate Shift,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Learning to Cluster via Same-Cluster Queries,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Signed Bipartite Graph Neural Networks,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Interpreting Convolutional Sequence Model by Learning Local Prototypes with Adaptation Regularization,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Reliable and Privacy-Preserving Task Matching in Blockchain-Based Crowdsourcing,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
AdaSim: A Recursive Similarity Measure in Graphs,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Dynamic Early Exit Scheduling for Deep Neural Network Inference through Contextual Bandits,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
AMPPERE: A Universal Abstract Machine for Privacy-Preserving Entity Resolution Evaluation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
L2NAS: Learning to Optimize Neural Architectures via Continuous-Action Reinforcement Learning,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Single Node Injection Attack against Graph Neural Networks,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Revisiting State Augmentation methods for Reinforcement Learning with Stochastic Delays,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Comprehensively Computing Link-based Similarities by Building A Random Surfer Graph,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Adaptive Posterior Knowledge Selection for Improving Knowledge-Grounded Dialogue Generation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
The Skyline of Counterfactual Explanations for Machine Learning Decision Models,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Large-scale Secure XGB for Vertical Federated Learning,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Learning An End-to-End Structure for Retrieval in Large-Scale Recommendations,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Clustering of Conversational Bandits for User Preference Learning and Elicitation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Understanding the Property of Long Term Memory for the LSTM with Attention Mechanism,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Pruning Meta-Trained Networks for On-Device Adaptation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Block Access Pattern Discovery via Compressed Full Tensor Transformer,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Generating Compositional Color Representations from Text,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
AdaRNN: Adaptive Learning and Forecasting of Time Series,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Conditional Graph Attention Networks for Distilling and Refining Knowledge Graphs in Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Topic Modeling for Multi-Aspect Listwise Comparisons,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Relation Prediction via Graph Neural Network in Heterogeneous Information Networks with Missing Type Information,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Estimating Average Treatment Effects via Orthogonal Regularization,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Predicting Instance Type Assertions in Knowledge Graphs Using Stochastic Neural Networks,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Unsupervised Domain Adaptation for Static Malware Detection based on Gradient Boosting Trees,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
CIExplore: Curiosity and Influence-based Exploration in Multi-Agent Cooperative Scenarios with Sparse Rewards,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Fairness-Aware Training of Decision Trees by Abstract Interpretation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Jointly Optimizing Query Encoder and Product Quantization to Improve Retrieval Performance,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Jointly-Learned State-Action Embedding for Efficient Reinforcement Learning,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Fast Extraction of Word Embedding from Q-contexts,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
k-sums Clustering: A Stochastic Optimization Approach,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Multi-task Learning for Bias-Free Joint CTR Prediction and Market Price Modeling in Online Advertising,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Fast k-NN Graph Construction by GPU based NN-Descent,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Driving the Herd: Search Engines as Content Influencers,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
On Influencing the Influential: Disparity Seeding,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Self-Supervised Graph Co-Training for Session-based Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Answering POI-recommendation Questions using Tourism Reviews,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
POSHAN: Cardinal POS Pattern Guided Attention for News Headline Incongruence,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Meta-Learning Based Hyper-Relation Feature Modeling for Out-of-Knowledge-Base Embedding,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
When Hardness Makes a Difference: Multi-Hop Knowledge Graph Reasoning over Few-Shot Relations,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Meta Hyperparameter Optimization with Adversarial Proxy Subsets Sampling,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Budget-constrained Truss Maximization over Large Graphs: A Component-based Approach,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Semi-deterministic and Contrastive Variational Graph Autoencoder for Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
FedMatch: Federated Learning Over Heterogeneous Question Answering Data,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
An Interactive Neural Network Approach to Keyphrase Extraction in Talent Recruitment,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Automated Selection of Multiple Datasets for Extension by Integration,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Query Reformulation for Descriptive Queries of Jargon Words Using a Knowledge Graph based on a Dictionary,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Generative Inverse Deep Reinforcement Learning for Online Recommendation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
PSSL: Self-supervised Learning for Personalized Search with Contrastive Sampling,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Relation Network and Causal Reasoning for Image Captioning,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Metric Sentiment Learning for Label Representation,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Agenda: Robust Personalized PageRanks in Evolving Graphs,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Semi-supervised Multi-label Learning for Graph-structured Data,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Incremental Graph Convolutional Network for Collaborative Filtering,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Grammatical Error Correction with Dependency Distance,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Click-Through Rate Prediction with Multi-Modal Hypergraphs,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Identifying Untrustworthy Samples: Data Filtering for Open-domain Dialogues with Bayesian Optimization,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Multi-Factors Aware Dual-Attentional Knowledge Tracing,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Efficient Multi-Scale Feature Generation Adaptive Network,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Hierarchical Semantics Matching For Heterogeneous Spatio-temporal Sources,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Corrective Guidance and Learning for Dialogue Management,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Mining Cross Features for Financial Credit Risk Assessment,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
GraphITE: Estimating Individual Effects of Graph-structured Treatments,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Computing and Maintaining Provenance of Query Result Probabilities in Uncertain Knowledge Graphs,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Explanations for Data Repair Through Shapley Values,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Learning to Augment Imbalanced Data for Re-ranking Models,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Speaker-Conditioned Hierarchical Modeling for Automated Speech Scoring,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Representation Learning via Variational Bayesian Networks,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
iMap: Incremental Node Mapping between Large Graphs Using GNN,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Zero-shot Relation Classification from Side Information,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
ASTERYX: A model-Agnostic SaT-basEd appRoach for sYmbolic and score-based eXplanations,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
SeeQuery: An Automatic Method for Recommending Translations of Ontology Competency Questions into SPARQL-OWL,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
MentalSpot: Effective Early Screening for Depression Based on Social Contagion,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
Action Sequence Augmentation for Early Graph-based Anomaly Detection,2021,CIKM,INTERNATIONAL CONFERENCE ON INFORMATION AND KNOWLEDGE MANAGEMENT
